tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_positions	measurement_sd_x	er_analyst_mail_names	treatment_dc_field	measurement_flag	measurement_inc	measurement_sd_z	magic_method_codes	measurement_standard	measurement_sd_y	measurement_csd	treatment_ac_field	measurement_temp	measurement_description	treatment_dc_field_phi	treatment_dc_field_theta	measurement_dec	magic_software_packages	magic_instrument_codes	treatment_temp	er_citation_names	measurement_magn_moment
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	13	1	5.59e-09		0	g	-64.0	1.20e-09	LT-T-Z:LP-DIR-T		3.57e-09	2.7	0	273				059.3	pmagpy-3.2.1	hargrave 2014-11-13 11:46:05	773.0	This study	1.41e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	14	1	3.75e-09		0	g	-65.4	5.73e-10	LT-T-Z:LP-DIR-T		1.35e-09	1.7	0	273				064.8	pmagpy-3.2.1	hargrave 2014-11-17 17:26:46	788.0	This study	1.33e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	15	1	9.51e-10		0	g	-66.0	6.38e-10	LT-T-Z:LP-DIR-T		8.48e-10	0.5	0	273				065.5	pmagpy-3.2.1	hargrave 2014-11-24 18:17:16	803.0	This study	1.29e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	16	1	1.06e-09		0	g	-66.2	7.35e-10	LT-T-Z:LP-DIR-T		7.81e-10	0.5	0	273				069.9	pmagpy-3.2.1	hargrave 2014-12-01 16:59:18	818.0	This study	1.28e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	17	1	9.19e-10		0	g	-66.0	8.68e-10	LT-T-Z:LP-DIR-T		1.01e-09	0.6	0	273				069.3	pmagpy-3.2.1	hargrave 2014-12-02 00:45:16	823.0	This study	1.23e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	18	1	1.51e-09		0	g	-66.3	1.06e-09	LT-T-Z:LP-DIR-T		9.15e-10	0.8	0	273				075.0	pmagpy-3.2.1	hargrave 2014-12-05 13:40:46	828.0	This study	1.18e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	19	1	1.26e-09		0	g	-66.7	2.61e-10	LT-T-Z:LP-DIR-T		8.36e-10	0.7	0	273				072.8	pmagpy-3.2.1	hargrave 2014-12-06 11:57:52	833.0	This study	1.14e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	20	1	1.12e-09		0	g	-66.9	5.56e-10	LT-T-Z:LP-DIR-T		6.62e-10	0.6	0	273				080.1	pmagpy-3.2.1	hargrave 2014-12-08 15:18:37	838.0	This study	1.10e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21	1	1.35e-09		0	g	-66.2	7.95e-10	LT-T-Z:LP-DIR-T		7.31e-10	0.8	0	273				078.7	pmagpy-3.2.1	hargrave 2014-12-08 22:11:29	843.0	This study	1.08e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22	1	2.28e-09		0	g	-67.5	5.65e-10	LT-T-Z:LP-DIR-T		1.00e-09	1.4	0	273				084.0	pmagpy-3.2.1	hargrave 2015-01-12 11:02:24	846.0	This study	1.05e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23	1	2.54e-09		0	g	-66.7	5.64e-10	LT-T-Z:LP-DIR-T		1.08e-09	1.5	0	273				081.2	pmagpy-3.2.1	hargrave 2015-01-14 14:20:25	849.0	This study	1.03e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24	1	2.21e-09		0	g	-67.4	7.59e-10	LT-T-Z:LP-DIR-T		1.24e-09	1.4	0	273				085.7	pmagpy-3.2.1	hargrave 2015-01-15 14:35:19	852.0	This study	1.01e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25	1	2.74e-09		0	g	-67.5	7.00e-10	LT-T-Z:LP-DIR-T		6.58e-10	1.6	0	273				089.6	pmagpy-3.2.1	hargrave 2015-01-18 12:57:56	855.0	This study	1.02e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26	1	1.06e-09		0	g	-66.4	6.51e-10	LT-T-Z:LP-DIR-T		7.64e-10	0.7	0	273				087.5	pmagpy-3.2.1	hargrave 2015-01-20 12:16:30	858.0	This study	9.91e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27	1	1.42e-09		0	g	-67.4	5.05e-10	LT-T-Z:LP-DIR-T		1.22e-09	1.0	0	273				088.4	pmagpy-3.2.1	hargrave 2015-02-10 17:23:31	863.0	This study	9.79e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28	1	1.19e-09		0	g	-67.9	4.10e-10	LT-T-Z:LP-DIR-T		1.22e-09	1.0	0	273				094.8	pmagpy-3.2.1	hargrave 2015-02-11 17:21:10	883.0	This study	9.37e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29	1	9.09e-10		0	g	-67.2	5.94e-10	LT-T-Z:LP-DIR-T		1.15e-09	0.9	0	273				102.3	pmagpy-3.2.1	hargrave 2015-02-12 15:33:34	903.0	This study	8.44e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30	1	1.16e-09		0	g	-66.6	5.27e-10	LT-T-Z:LP-DIR-T		6.64e-10	1.0	0	273				108.1	pmagpy-3.2.1	hargrave 2015-02-13 17:49:53	923.0	This study	7.68e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31	1	7.58e-10		0	g	-65.7	3.30e-10	LT-T-Z:LP-DIR-T		5.40e-10	0.8	0	273				106.8	pmagpy-3.2.1	hargrave 2015-02-17 11:25:45	933.0	This study	6.02e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32	1	5.19e-10		0	g	-66.1	2.09e-10	LT-T-Z:LP-DIR-T		3.79e-10	1.3	0	273				104.4	pmagpy-3.2.1	hargrave 2015-02-18 09:43:40	943.0	This study	2.82e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33	1	9.64e-11		0	g	-55.4	6.39e-11	LT-T-Z:LP-DIR-T		6.41e-11	1.4	0	273				113.9	pmagpy-3.2.1	hargrave 2015-02-19 12:52:13	953.0	This study	4.99e-09
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1	1	3.14e-08		0	g	-50.4	9.82e-09	LT-NO:LP-DIR-T		4.00e-08	2.6	0	273				46.5	pmagpy-3.2.1		273	This study	1.12e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2	1	2.20e-08		0	g	-50.9	1.09e-08	LT-LT-Z:LP-DIR-T		3.25e-08	2.0	0	273				46.3	pmagpy-3.2.1		77	This study	1.16e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3	1	8.96e-09		0	g	-51.6	1.11e-08	LT-T-Z:LP-DIR-T		1.88e-08	1.0	0	273				44.8	pmagpy-3.2.1		373.0	This study	1.33e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4	1	2.83e-08		0	g	-51.8	9.49e-09	LT-T-Z:LP-DIR-T		4.26e-08	2.6	0	273				043.8	pmagpy-3.2.1	hargrave 2014-10-22 15:54:56	423.0	This study	1.16e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5	1	1.89e-08		0	g	-51.0	7.43e-09	LT-T-Z:LP-DIR-T		2.78e-08	1.9	0	273				043.6	pmagpy-3.2.1	hargrave 2014-10-27 16:21:23	473.0	This study	1.05e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6	1	3.14e-08		0	g	-51.0	6.48e-09	LT-T-Z:LP-DIR-T		3.76e-08	3.7	0	273				045.6	pmagpy-3.2.1	hargrave 2014-10-28 13:44:04	523.0	This study	7.52e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7	1	1.28e-08		0	g	-50.2	3.34e-09	LT-T-Z:LP-DIR-T		1.47e-08	2.5	0	273				050.3	pmagpy-3.2.1	hargrave 2014-10-28 20:41:45	573.0	This study	4.57e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8	1	6.51e-09		0	g	-48.8	1.26e-09	LT-T-Z:LP-DIR-T		6.53e-09	2.4	0	273				051.3	pmagpy-3.2.1	hargrave 2014-10-29 20:54:34	623.0	This study	2.19e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9	1	5.32e-09		0	g	-48.1	1.13e-09	LT-T-Z:LP-DIR-T		4.98e-09	2.5	0	273				053.2	pmagpy-3.2.1	hargrave 2014-11-03 17:14:38	673.0	This study	1.67e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10	1	1.25e-09		0	g	-47.3	7.89e-10	LT-T-Z:LP-DIR-T		1.53e-09	0.8	0	273				053.9	pmagpy-3.2.1	hargrave 2014-11-04 12:05:10	698.0	This study	1.38e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11	1	2.22e-09		0	g	-45.6	7.35e-10	LT-T-Z:LP-DIR-T		2.76e-09	1.7	0	273				057.1	pmagpy-3.2.1	hargrave 2014-11-10 12:54:47	723.0	This study	1.18e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12	1	2.09e-09		0	g	-42.6	9.36e-10	LT-T-Z:LP-DIR-T		2.36e-09	1.9	0	273				059.6	pmagpy-3.2.1	hargrave 2014-11-10 22:13:28	748.0	This study	9.94e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13	1	3.95e-09		0	g	-40.9	8.86e-10	LT-T-Z:LP-DIR-T		2.99e-09	3.4	0	273				065.7	pmagpy-3.2.1	hargrave 2014-11-13 11:47:43	773.0	This study	8.35e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14	1	3.33e-09		0	g	-38.7	5.83e-10	LT-T-Z:LP-DIR-T		1.73e-09	3.0	0	273				067.1	pmagpy-3.2.1	hargrave 2014-11-17 17:28:20	788.0	This study	7.25e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15	1	6.35e-10		0	g	-37.4	5.21e-10	LT-T-Z:LP-DIR-T		3.52e-10	0.7	0	273				068.7	pmagpy-3.2.1	hargrave 2014-11-24 18:19:01	803.0	This study	6.70e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16	1	4.17e-10		0	g	-36.7	4.84e-10	LT-T-Z:LP-DIR-T		3.27e-10	0.5	0	273				069.2	pmagpy-3.2.1	hargrave 2014-12-01 17:00:52	818.0	This study	6.56e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17	1	1.61e-09		0	g	-35.7	4.23e-10	LT-T-Z:LP-DIR-T		3.20e-10	1.5	0	273				070.3	pmagpy-3.2.1	hargrave 2014-12-02 00:46:50	823.0	This study	6.27e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18	1	6.98e-10		0	g	-33.0	4.07e-10	LT-T-Z:LP-DIR-T		6.07e-10	0.9	0	273				073.5	pmagpy-3.2.1	hargrave 2014-12-05 13:42:16	828.0	This study	5.59e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19	1	1.15e-09		0	g	-33.1	3.89e-10	LT-T-Z:LP-DIR-T		2.40e-10	1.3	0	273				075.5	pmagpy-3.2.1	hargrave 2014-12-06 11:59:31	833.0	This study	5.14e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20	1	5.60e-10		0	g	-32.9	3.15e-10	LT-T-Z:LP-DIR-T		1.65e-10	0.7	0	273				072.8	pmagpy-3.2.1	hargrave 2014-12-08 15:20:12	838.0	This study	4.91e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21	1	7.54e-10		0	g	-34.0	2.57e-10	LT-T-Z:LP-DIR-T		2.71e-10	1.0	0	273				074.5	pmagpy-3.2.1	hargrave 2014-12-08 22:13:06	843.0	This study	4.54e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22	1	1.14e-09		0	g	-32.9	3.74e-10	LT-T-Z:LP-DIR-T		3.39e-10	1.5	0	273				078.8	pmagpy-3.2.1	hargrave 2015-01-12 11:03:59	846.0	This study	4.43e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23	1	5.72e-10		0	g	-32.8	2.92e-10	LT-T-Z:LP-DIR-T		2.38e-10	0.8	0	273				076.7	pmagpy-3.2.1	hargrave 2015-01-14 14:21:59	849.0	This study	4.29e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24	1	1.05e-09		0	g	-32.4	2.36e-10	LT-T-Z:LP-DIR-T		2.78e-10	1.5	0	273				077.3	pmagpy-3.2.1	hargrave 2015-01-15 14:36:53	852.0	This study	4.17e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25	1	2.34e-09		0	g	-31.8	3.76e-10	LT-T-Z:LP-DIR-T		5.23e-10	3.4	0	273				080.0	pmagpy-3.2.1	hargrave 2015-01-18 12:59:19	855.0	This study	4.07e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26	1	5.81e-10		0	g	-31.2	3.20e-10	LT-T-Z:LP-DIR-T		4.01e-10	1.0	0	273				079.6	pmagpy-3.2.1	hargrave 2015-01-20 12:17:56	858.0	This study	3.86e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27	1	2.90e-09		0	g	-30.8	1.58e-10	LT-T-Z:LP-DIR-T		7.32e-10	4.5	0	273				078.9	pmagpy-3.2.1	hargrave 2015-02-10 17:25:23	863.0	This study	3.77e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28	1	5.51e-10		0	g	-27.2	2.06e-10	LT-T-Z:LP-DIR-T		3.69e-10	1.1	0	273				084.8	pmagpy-3.2.1	hargrave 2015-02-11 17:23:32	883.0	This study	3.17e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29	1	5.27e-10		0	g	-20.5	2.97e-10	LT-T-Z:LP-DIR-T		2.18e-10	1.3	0	273				089.5	pmagpy-3.2.1	hargrave 2015-02-12 15:35:25	903.0	This study	2.74e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30	1	4.37e-10		0	g	-19.7	3.72e-10	LT-T-Z:LP-DIR-T		5.53e-10	1.4	0	273				091.4	pmagpy-3.2.1	hargrave 2015-02-13 17:51:30	923.0	This study	2.51e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31	1	6.58e-10		0	g	-18.5	2.26e-10	LT-T-Z:LP-DIR-T		3.33e-10	1.8	0	273				094.7	pmagpy-3.2.1	hargrave 2015-02-17 11:27:15	933.0	This study	2.19e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32	1	3.92e-10		0	g	-20.2	2.69e-10	LT-T-Z:LP-DIR-T		2.31e-10	1.9	0	273				088.9	pmagpy-3.2.1	hargrave 2015-02-18 09:45:10	943.0	This study	1.42e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33	1	1.27e-10		0	g	-28.3	2.48e-11	LT-T-Z:LP-DIR-T		7.04e-11	2.0	0	273				086.8	pmagpy-3.2.1	hargrave 2015-02-19 12:53:47	953.0	This study	3.86e-09
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1	1	1.31e-08		0	g	-72.0	6.25e-09	LT-NO:LP-DIR-T		1.04e-08	0.8	0	273				200.8	pmagpy-3.2.1		273	This study	1.20e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2	1	1.64e-08		0	g	-71.7	7.00e-09	LT-LT-Z:LP-DIR-T		6.09e-09	0.8	0	273				204.4	pmagpy-3.2.1		77	This study	1.24e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3	1	2.89e-08		0	g	-71.4	9.78e-09	LT-T-Z:LP-DIR-T		1.53e-08	1.4	0	273				204.2	pmagpy-3.2.1		373.0	This study	1.41e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4	1	1.59e-08		0	g	-71.2	4.70e-09	LT-T-Z:LP-DIR-T		6.67e-09	0.8	0	273				203.4	pmagpy-3.2.1	hargrave 2014-10-22 15:56:39	423.0	This study	1.20e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5	1	1.43e-08		0	g	-71.6	5.22e-09	LT-T-Z:LP-DIR-T		6.07e-09	0.8	0	273				204.3	pmagpy-3.2.1	hargrave 2014-10-27 16:23:12	473.0	This study	1.09e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6	1	3.76e-09		0	g	-70.9	4.05e-09	LT-T-Z:LP-DIR-T		2.68e-08	1.9	0	273				206.4	pmagpy-3.2.1	hargrave 2014-10-28 13:46:02	523.0	This study	8.29e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7	1	1.91e-09		0	g	-71.1	1.42e-09	LT-T-Z:LP-DIR-T		4.95e-09	0.6	0	273				216.7	pmagpy-3.2.1	hargrave 2014-10-28 20:43:28	573.0	This study	4.91e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8	1	1.74e-09		0	g	-70.3	6.53e-10	LT-T-Z:LP-DIR-T		1.44e-09	0.5	0	273				220.4	pmagpy-3.2.1	hargrave 2014-10-29 20:56:10	623.0	This study	2.37e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9	1	1.13e-09		0	g	-69.3	4.59e-10	LT-T-Z:LP-DIR-T		9.03e-10	0.4	0	273				223.1	pmagpy-3.2.1	hargrave 2014-11-03 17:16:16	673.0	This study	1.75e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10	1	6.97e-10		0	g	-67.9	4.77e-10	LT-T-Z:LP-DIR-T		1.14e-09	0.5	0	273				226.1	pmagpy-3.2.1	hargrave 2014-11-04 12:06:45	698.0	This study	1.47e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11	1	6.41e-10		0	g	-67.4	6.52e-10	LT-T-Z:LP-DIR-T		6.21e-10	0.4	0	273				232.2	pmagpy-3.2.1	hargrave 2014-11-10 12:56:31	723.0	This study	1.27e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12	1	2.75e-09		0	g	-66.4	9.05e-10	LT-T-Z:LP-DIR-T		5.24e-10	1.6	0	273				237.0	pmagpy-3.2.1	hargrave 2014-11-10 22:15:06	748.0	This study	1.08e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13	1	4.51e-09		0	g	-66.3	1.10e-09	LT-T-Z:LP-DIR-T		7.52e-10	2.9	0	273				239.9	pmagpy-3.2.1	hargrave 2014-11-13 11:49:17	773.0	This study	9.09e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14	1	2.47e-09		0	g	-63.3	5.60e-10	LT-T-Z:LP-DIR-T		5.09e-10	1.9	0	273				241.3	pmagpy-3.2.1	hargrave 2014-11-17 17:29:58	788.0	This study	7.92e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15	1	7.70e-10		0	g	-62.2	4.71e-10	LT-T-Z:LP-DIR-T		1.38e-09	1.3	0	273				243.8	pmagpy-3.2.1	hargrave 2014-11-24 18:20:46	803.0	This study	7.32e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16	1	6.63e-10		0	g	-60.5	7.77e-10	LT-T-Z:LP-DIR-T		1.03e-09	1.2	0	273				246.2	pmagpy-3.2.1	hargrave 2014-12-01 17:02:30	818.0	This study	7.02e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17	1	1.21e-09		0	g	-60.8	7.28e-10	LT-T-Z:LP-DIR-T		6.15e-10	1.3	0	273				243.9	pmagpy-3.2.1	hargrave 2014-12-02 00:48:29	823.0	This study	6.62e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18	1	1.46e-09		0	g	-59.4	5.85e-10	LT-T-Z:LP-DIR-T		4.57e-10	1.6	0	273				249.4	pmagpy-3.2.1	hargrave 2014-12-05 13:44:45	828.0	This study	5.84e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19	1	3.22e-10		0	g	-58.2	5.62e-10	LT-T-Z:LP-DIR-T		7.19e-10	1.0	0	273				250.2	pmagpy-3.2.1	hargrave 2014-12-06 12:02:05	833.0	This study	5.23e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20	1	4.54e-10		0	g	-57.9	7.35e-10	LT-T-Z:LP-DIR-T		7.20e-10	1.3	0	273				253.2	pmagpy-3.2.1	hargrave 2014-12-08 15:22:41	838.0	This study	4.87e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21	1	3.61e-10		0	g	-57.3	7.55e-10	LT-T-Z:LP-DIR-T		7.83e-10	1.4	0	273				254.6	pmagpy-3.2.1	hargrave 2014-12-08 22:14:48	843.0	This study	4.64e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22	1	2.27e-09		0	g	-55.6	6.24e-10	LT-T-Z:LP-DIR-T		4.78e-10	3.2	0	273				256.1	pmagpy-3.2.1	hargrave 2015-01-12 11:05:30	846.0	This study	4.28e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23	1	7.39e-10		0	g	-56.1	5.87e-10	LT-T-Z:LP-DIR-T		5.21e-10	1.4	0	273				254.4	pmagpy-3.2.1	hargrave 2015-01-14 14:23:37	849.0	This study	4.12e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24	1	1.04e-09		0	g	-56.3	6.97e-10	LT-T-Z:LP-DIR-T		5.00e-10	2.0	0	273				252.7	pmagpy-3.2.1	hargrave 2015-01-15 14:38:32	852.0	This study	3.81e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25	1	1.22e-09		0	g	-55.3	3.84e-10	LT-T-Z:LP-DIR-T		7.83e-10	2.2	0	273				258.8	pmagpy-3.2.1	hargrave 2015-01-18 13:00:44	855.0	This study	3.78e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26	1	1.36e-09		0	g	-56.0	2.67e-10	LT-T-Z:LP-DIR-T		5.92e-10	2.5	0	273				260.1	pmagpy-3.2.1	hargrave 2015-01-20 12:19:24	858.0	This study	3.42e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27	1	5.62e-10		0	g	-56.2	5.78e-10	LT-T-Z:LP-DIR-T		6.74e-10	1.7	0	273				257.0	pmagpy-3.2.1	hargrave 2015-02-10 17:27:18	863.0	This study	3.33e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28	1	2.98e-10		0	g	-49.2	6.94e-10	LT-T-Z:LP-DIR-T		6.02e-10	1.9	0	273				264.3	pmagpy-3.2.1	hargrave 2015-02-11 17:25:27	883.0	This study	2.76e-08
